countryName,IU98,GDP98,GDP_PC98,GDP_PC_Growth98,Health_Exp98,HDI98,EDI98,CPI98,PSI98,Unemployment98
Afghanistan,0.0,0.0,0.0,0.0,,0.339,0.213,0.0,-2.422996,3.536000013
Albania,0.06502737,3021.01473768125,4450.922523,9.51715258016593,,0.649,0.58,0.0,-0.5427064,18.32299995
Algeria,0.020238555,7553.94658827198,9845.209222,3.53435133102138,,0.629,0.473,0.0,-1.875876,26.91900063
Angola,0.018453724,3027.34179530886,3945.59493,1.36472378581571,,0.0,0.0,0.0,-2.313072,20.43799973
Argentina,0.83076668,12255.6762580684,15973.06726,2.68095412136933,,0.752,0.681,3.0,-0.1319699,12.64999962
Armenia,0.128659478,2025.55542010645,2639.946771,8.14226381315251,,0.637,0.666,0.0,-0.6603959,9.399999619
Australia,30.81323944,24196.7212783416,33174.5071,3.49241829793357,,0.892,0.895,8.7,1.06588,7.676000118
Austria,15.42121932,26674.609548055,36443.70863,3.46782994124915,,0.828,0.72,7.5,1.111129,5.522999763
Azerbaijan,0.037485109,3011.08771664522,3924.410665,8.96088830209368,,0.627,0.625,0.0,-0.7009264,10.0
Bahamas,2.33559071,23253.1427981453,30306.2847,3.54931020105337,,0.0,0.0,0.0,1.086337,7.650000095
Bahrain,3.218202151,34002.2606994989,44315.82441,1.58517378034514,,0.784,0.632,0.0,-0.1614981,1.059999943
Bangladesh,0.003684813,1226.02089266519,1597.897478,3.0146795128333,,0.453,0.324,0.0,-0.3685636,2.829999924
Barbados,1.970249237,11811.2754370377,15393.87081,3.28595440789663,,0.756,0.66,0.0,1.0826,12.39999962
Belarus,0.073868897,5265.24390798005,6862.29738,8.9167457740964,,0.671,0.649,3.9,0.1103244,14.0
Belgium,7.886622701,24368.5229971791,34223.57904,1.74435630499947,,0.866,0.827,5.4,1.024162,9.322999954
Belize,2.091516391,4580.64147564648,5970.041378,-0.163077164745161,,0.631,0.548,0.0,0.5957817,14.31000042
Benin,0.047877304,1216.72738664615,1585.785066,0.930263030283001,,0.385,0.254,0.0,0.7413255,0.976000011
Bhutan,0.0,2389.08220217953,2989.324164,3.53668565114687,,0.0,0.0,0.0,0.5389026,1.399999976
Bosnia and Herzegovina,0.14367106,3809.61970605828,5525.808821,15.6536430466853,,0.0,0.0,0.0,-0.584123,23.69599915
Botswana,0.602400929,7667.65979115056,9993.413907,-1.81268319514105,,0.577,0.559,6.1,0.9554794,20.86000061
Brazil,1.477874959,8588.35809573927,11193.37837,-1.18436657024863,,0.67,0.559,4.0,-0.336899,9.423000336
