countryName,IU99,GDP99,GDP_PC99,GDP_PC_Growth99,Health_Exp99,HDI99,EDI99,CPI99,PSI99,Unemployment99
Afghanistan,0.0,0.0,0.0,0.0,,0.343,0.224,0.0,,3.605999947
Albania,0.081437045,3471.65259162591,5056.566515,13.6071564539776,,0.66,0.586,2.3,,18.56900024
Algeria,0.199523843,7797.01507100731,10017.37403,1.74871663905516,,0.638,0.487,0.0,,28.44799995
Angola,0.071964087,3037.72117507804,3902.774196,-1.08527954316024,,0.384,0.276,0.0,,20.89699936
Argentina,3.284481956,11878.7311737669,15261.44199,-4.45515726428921,,0.763,0.715,3.0,,14.05000019
Armenia,0.970737757,2136.1215982606,2744.425763,3.95761736439184,,0.644,0.674,2.5,,11.19999981
Australia,40.7837839,25264.3643562136,34461.65998,3.87994577617327,,0.895,0.895,8.7,,6.872000217
Austria,23.0443171,27606.4830303088,37666.41133,3.35504466142362,,0.834,0.727,7.6,,4.697999954
Azerbaijan,0.099228942,3251.93493776655,4177.989693,6.46158237831966,,0.634,0.633,1.7,,10.89999962
Bahamas,3.764557822,24976.2782047575,32088.7825,5.88161107638695,,0.0,0.0,0.0,,7.449999809
Bahrain,4.720358118,34685.452286788,44562.8418,0.557402212871921,,0.786,0.635,0.0,,1.078999996
Bangladesh,0.036170407,1275.73823400107,1639.030699,2.57420902747467,,0.462,0.334,0.0,,3.095000029
Barbados,2.376247035,11972.3415779799,15381.70987,-0.0789985816801675,,0.764,0.678,0.0,,10.60999966
Belarus,0.494881245,5546.14509671974,7125.522957,3.83582293409472,,0.676,0.658,3.4,,12.80000019
Belgium,13.77221446,25440.8411888638,35354.90698,3.30569734823307,,0.868,0.825,5.3,,8.649000168
Belize,4.076740564,4869.77742415226,6256.545803,4.79903583607279,,0.636,0.555,0.0,,12.84000015
Benin,0.154906741,1262.40524394344,1621.900868,2.27747144791282,,0.391,0.262,0.0,,0.875999987
Bhutan,0.137571514,2555.9173500642,3152.558847,5.46058821412399,,0.0,0.0,0.0,,1.399999976
Bosnia and Herzegovina,0.1943742,4225.42414953549,6041.698059,9.33599505544507,,0.0,0.0,0.0,,25.31100082
Botswana,1.122391474,8347.87433086346,10725.1017,7.32170002822663,,0.579,0.577,6.1,,18.92900085
Brazil,2.038732184,8624.43725570363,11080.42155,-1.00913962539633,,0.675,0.572,4.1,,10.20800018
Brunei Darussalam,7.671041206,63432.2555609113,81495.88323,0.819955362494866,,0.804,0.642,0.0,,5.572000027
Bulgaria,2.908154025,5767.16792589208,8390.065112,-7.89318403891862,,0.709,0.676,3.3,,14.10000038
Burkina Faso,0.061780293,845.766849311736,1086.616198,4.41531646794715,,0.0,0.0,0.0,,2.532999992
Burundi,0.039204469,573.7140548575,737.0908256,-2.29828189107781,,0.288,0.183,0.0,,2.051000118
Cambodia,0.031969578,995.459838365337,1278.937317,9.99405167562315,,0.407,0.305,0.0,,2.552000046
Cameroon,0.129067581,1978.03328279295,2541.318577,1.6087420181747,,0.434,0.356,1.5,,8.123999596
Canada,36.18644004,27745.8065524148,32461.42419,3.12879169865514,,0.864,0.805,9.2,,7.583000183
Central African Republic,0.040894287,694.638433438523,892.4508857,1.19715211355953,,0.308,0.236,0.0,,7.609000206
Chad,0.012321728,807.892812810447,1037.956758,-4.17885745655248,,0.0,0.0,0.0,,1.225999951
Chile,4.103419297,8977.1174018074,13681.01488,-1.62759954362949,,0.747,0.653,6.9,,11.15799999
China,0.708187957,2668.23022925062,3428.063172,6.73927002727235,,0.583,0.473,3.4,,3.299999952
Colombia,1.697730794,6465.19366495402,8306.289337,-5.76418946426195,,0.658,0.529,2.9,,20.05999947
Comoros,0.148162964,1720.00182514433,2209.807403,-0.670303406465592,,0.0,0.0,0.0,,4.722000122
Costa Rica,3.904323257,7481.17275612337,9611.589183,1.76190832099373,,0.706,0.584,5.1,,5.894999981
Croatia,4.405359119,9843.81763335799,14933.00511,-0.388342543675748,,0.74,0.639,2.7,,13.55900002
Cuba,0.314690541,0.0,0.0,5.74829594917594,,0.679,0.655,0.0,,6.260000229
Cyprus,11.34239866,19662.7442286567,28011.15372,3.82958354796075,,0.797,0.674,0.0,,5.699999809
Denmark,30.59204065,26653.8239044055,40945.28911,2.60794427364527,,0.861,0.809,10.0,,5.140999794
Djibouti,0.105761909,0.0,0.0,0.0,,0.36,0.186,0.0,,13.81299973
Dominica,2.932164377,6242.86535166783,8020.648505,0.857739737163371,,0.0,0.0,0.0,,0.0
Dominican Republic,1.104743874,6258.78643370024,8041.10344,4.30386864096322,,0.648,0.548,0.0,,6.458000183
