countryName,IU00,GDP00,GDP_PC00,GDP_PC_Growth00,Health_Exp00,HDI00,EDI00,CPI00,PSI00,Unemployment00
Afghanistan,0.0,0.0,0.0,0.0,0.0,0.345,0.235,0.0,-2.440187,3.51699996
Albania,0.114097346552109,3861.334172426,5442.578047,7.63386640301194,75.53147245,0.667,0.588,0.0,-0.5379785,17.7670002
Algeria,0.491705679141589,8162.58757272877,10257.74157,2.39950644017739,61.30289032,0.646,0.5,0.0,-1.43201,29.77000046
Angola,0.105045562462262,3097.30729223305,3892.316925,-0.26794453749595,12.9630333,0.394,0.288,1.7,-2.035583,22.88500023
Armenia,1.30047002237784,2327.36252148918,2924.744521,6.57036387036523,40.51081677,0.649,0.671,2.5,-0.6835883,11.25300026
Azerbaijan,0.147757575623251,3663.44525254314,4603.769861,10.1910296245971,24.89211371,0.641,0.64,1.5,-0.8301941,11.80000019
Bangladesh,0.0710394230507683,1346.74320450441,1692.422118,3.25749967913609,8.30501829,0.47,0.344,0.0,-0.7245092,3.269999981
Belarus,1.86039812615388,6027.32518550335,7574.404998,6.29963644799008,57.36072665,0.682,0.668,4.1,0.1386712,11.94200039
Belize,5.96383530272428,5437.38449772528,6833.039706,9.21425209815376,132.6150557,0.643,0.563,0.0,0.1828827,10.55900002
Benin,0.225247851473369,1326.08981385573,1666.467464,2.74780021602182,15.82836918,0.398,0.273,0.0,0.7983967,0.815999985
Bhutan,0.40094444691941,2640.67953516624,3296.17723,4.55561305047635,31.84200234,0.0,0.0,0.0,0.4906397,1.707999945
Bosnia and Herzegovina,1.08296074971207,4547.9726702944,6360.70035,5.2800104904355,113.0305838,0.669,0.557,0.0,-0.5264447,26.18700027
Botswana,2.90266662177209,8528.96912526956,10718.16509,-0.0646763973303592,194.8146491,0.578,0.589,6.0,1.072953,15.88000011
Brazil,2.87068515854108,9073.97690460952,11403.0642,2.91182644263147,245.3573234,0.684,0.584,3.9,0.1867397,9.894000053
Burkina Faso,0.0770801689426014,855.744761608634,1075.395337,-1.03264256285028,7.52564316,0.286,0.139,3.0,0.0592494,2.664000034
Burundi,0.077248447383456,571.326312284309,717.9730215,-2.59368363230537,8.3995933,0.293,0.187,0.0,-2.015159,2.105999947
Cambodia,0.047022640068885,1101.81579375203,1384.627309,8.26389150471097,19.73552627,0.419,0.319,0.0,-0.7786391,2.450000048
Cameroon,0.252120077733662,2039.93428412908,2563.539872,0.874400224367733,26.29117421,0.439,0.368,2.0,-0.5628282,7.618000031
Central African Republic,0.0533941742150456,676.811041716256,850.533326,-4.69690381776685,11.73188334,0.307,0.243,0.0,-1.12105,7.59100008
Chad,0.03570707628555,789.085764471208,991.6264635,-4.46360545888291,10.25372417,0.298,0.18,0.0,-1.135942,1.27699995
China,1.77591320677415,2936.2877448148,3689.967255,7.6400016553426,42.35367841,0.591,0.481,3.1,-0.208934,3.299999952
Colombia,2.207532992624,6694.8128497945,8413.221844,1.28736794818924,135.3859344,0.662,0.534,3.2,-1.603681,20.52000046
Comoros,0.271740607285909,1900.65602609831,2388.511995,8.08688541007577,45.59990733,0.457,0.328,0.0,0.0218698,4.665999889
Cuba,0.541182548811058,0.0,0.0,5.51723820295197,180.3878158,0.686,0.663,0.0,0.2476932,5.449999809
Djibouti,0.194500528399956,0.0,0.0,0.0,31.95798485,0.361,0.188,0.0,-0.2418327,13.63599968
Dominica,8.81484419762881,6549.08947047883,8230.094526,2.61133524434914,245.3890416,0.694,0.595,0.0,0.4877826,0.0
Dominican Republic,3.70469235587688,6595.77190566255,8288.7593,3.07987408113645,136.6719102,0.653,0.554,0.0,0.0158385,6.43200016
Ecuador,1.46218853556457,5854.33757694767,7357.015332,-0.813530424638515,48.09148439,0.669,0.577,2.6,-0.5741425,4.798999786
Egypt,0.641265037504813,5971.66853764394,7504.462531,4.33634758828747,72.52476666,0.611,0.468,3.1,0.0531098,8.979999542
El Salvador,1.17739726914477,4466.05517239067,5612.391828,0.385980765791615,181.8452642,0.608,0.493,4.1,0.3321639,6.960000038
Equatorial Guinea,0.132354665123789,8703.66145608783,10937.69704,13.4532932664748,44.39050669,0.52,0.402,0.0,-0.0411416,8.062999725
Eritrea,0.136711941104496,1977.56064970468,2485.156319,-5.46628303099223,9.39300576,0.0,0.0,0.0,-0.7692379,6.861000061
Ethiopia,0.0152637672082567,494.287301906942,621.1598171,3.05912587133388,5.35950243,0.283,0.169,3.2,-0.943961,3.440999985
Fiji,1.4968547339902,5312.12836339356,6675.633119,-2.27003724122942,77.00412095,0.675,0.686,0.0,0.3001532,4.145999908
Gabon,1.21614061828589,14182.2303353337,17822.49224,-4.22398533409248,127.3571745,0.627,0.545,0.0,0.6365217,17.62299919
Gambia,0.921794919066406,1952.907588684,2454.175367,2.25182133030938,23.00798367,0.382,0.254,0.0,0.5331836,10.6260004
Georgia,0.484746298540492,2932.73328846416,3685.500449,3.83810078470003,47.90107049,0.669,0.717,0.0,-0.8132923,10.81999969
Ghana,0.153615297625799,1765.93533563373,2219.211511,1.19073606083808,16.98752671,0.483,0.427,3.5,-0.3598437,10.35999966
Grenada,4.06390799146313,7589.57680735745,9537.651733,4.47893879636443,261.0269369,0.0,0.0,0.0,1.018357,0.0
Guatemala,0.712332904508925,4830.76400081847,6070.713271,1.26523441476468,84.21531278,0.546,0.358,0.0,-0.7680106,2.897000074
Guinea,0.0954249236063846,1208.54850731101,1518.755928,0.189644550418052,16.95452491,0.335,0.191,0.0,-1.909677,4.388000011
Guyana,6.61149156572021,3673.79935019844,4616.781624,-0.972939245151778,41.45058204,0.606,0.561,0.0,-0.4884724,11.85599995
Haiti,0.231270714628821,1363.80419776069,1713.862288,-0.855032292712508,29.61171986,0.44,0.345,0.0,-0.6293605,8.338999748
Honduras,1.20385599891878,2628.42451909682,3303.082412,4.39693235429314,70.76519301,0.555,0.418,0.0,-0.0785407,4.035999775
India,0.527532449930946,2156.68991916578,2710.264072,2.02108869495849,18.56432338,0.497,0.379,2.8,-0.9981295,2.730999947
Indonesia,0.925563864466858,4620.5475976707,5806.53901,3.48220912509996,16.25378136,0.604,0.518,1.7,-1.99612,6.077000141
Iraq,0.0,9717.65825420307,12211.96418,-1.59512448116988,0.0,0.608,0.411,0.0,-1.735943,9.329999924
Jamaica,3.11577802729967,6318.64261909825,7940.497113,0.0417150041122483,195.53065,0.669,0.548,0.0,0.1867785,15.53899956
Kazakhstan,0.668594402621264,7918.94700363574,9951.563905,10.130500110119,50.54054775,0.685,0.692,3.0,0.0907678,12.75
Kenya,0.318059713612037,1669.31881735885,2097.795689,-2.12517316420769,21.25797124,0.446,0.407,2.1,-1.06825,9.904000282
Kiribati,1.78522547397736,1583.0876106446,1989.430857,4.45726100763069,68.88175575,0.564,0.516,0.0,0.0,0.0
Kyrgyzstan,1.04140114469361,1650.78550319617,2074.505287,4.17835866808393,12.29035324,0.594,0.657,0.0,-0.1831975,7.539999962
Lebanon,7.95274373635276,8448.5297294455,10617.07869,-1.16378806385772,569.8598534,0.0,0.0,0.0,-0.4387394,8.390999794
Lesotho,0.211806070361977,1303.54353427505,1638.134057,3.20752125768331,28.54430168,0.444,0.45,0.0,0.0950859,36.14699936
Liberia,0.0177027057169472,1048.6947687259,1317.871303,0.0,12.10241158,0.422,0.408,0.0,-1.951945,2.772000074
Madagascar,0.196394691006341,1340.13127141875,1684.11305,1.54230950995915,13.24554805,0.456,0.399,0.0,0.1606237,5.800000191
Malawi,0.126780944756387,703.140864109511,883.621426,-1.10652178981513,8.90974657,0.362,0.378,4.1,-0.327059,8.404000282
Maldives,2.2038729393788,7800.49046640656,9802.70222,1.66369472616866,221.1403353,0.61,0.43,0.0,1.17937,1.970000029
Mali,0.142545755049184,1166.37627124827,1465.75902,-2.83182007597617,13.74202478,0.308,0.168,0.0,0.2398883,5.53399992
Mauritania,0.192031462434805,2255.1004404683,2833.934377,-3.02861556780711,21.30858339,0.446,0.279,0.0,0.3442077,12.05900002
Mauritius,7.28153511499385,8977.83974567016,11282.25077,7.14471598141753,118.9770632,0.674,0.546,4.7,0.7567294,9.277000427
Mongolia,1.25565200358112,3704.25738302932,4655.057554,0.25193833578831,29.4304458,0.589,0.534,0.0,0.8235213,6.073999882
Montenegro,0.0,6002.62701367168,10396.77853,3.27911928477501,0.0,0.0,0.0,0.0,0.0,30.42300034
Morocco,0.693791244805455,3574.84332407557,4492.425795,0.667222054270368,53.58208131,0.531,0.349,4.7,-0.0655948,13.57999992
Mozambique,0.109592530041641,504.074038834735,633.4585909,-1.48367976871955,10.49904735,0.301,0.236,2.2,-0.1250454,2.648999929
