countryName,IU17,GDP17,GDP_PC17,GDP_PC_Growth17,Health_Exp17,HDI17,EDI17,CPI17,PSI17,Unemployment17
Afghanistan,13.5,1934.63675411354,1758.465636,0.0820789288754185,,0.493,0.408,,-2.800609,1.559000015
Angola,14.3390793643794,6650.58493982441,6044.972035,-3.40990331461406,,0.576,0.498,,-0.3316221,7.138999939
Bangladesh,15.0,3998.41942353744,3634.316954,6.14210394847194,,0.609,0.513,,-1.255888,4.372000217
Benin,20.0,2276.59572977231,2069.28528,2.96688150864692,,0.515,0.472,,0.030853,2.180000067
Bhutan,48.1064158774574,9860.60504193471,9042.907491,3.40833912260233,,0.615,0.441,,1.116889,2.170000076
Burkina Faso,16.0,1866.51473323224,1696.546916,3.3195139267073,,0.429,0.298,,-0.926845,6.014999866
Burundi,2.6607485347534,737.978582864667,670.7770725,-2.6469412215971,,0.421,0.413,,-2.00754,1.501000047
Cabo Verde,57.16214635,7005.95868392523,6367.984878,2.47670834706955,,0.647,0.538,,0.77446,12.24100018
Cambodia,32.44694856,4019.67998509631,3653.641495,5.38988623294368,,0.578,0.476,,0.0911684,1.062000036
Cameroon,23.20297197,3644.80109611048,3312.899677,0.853486026492732,,0.56,0.564,,-1.09568,3.358999968
Central African Republic,4.33925494461827,821.216202890807,746.4349417,3.20043121900284,,0.376,0.352,,-2.006213,6.447000027
Chad,6.49999811951501,1929.47275158156,1753.771876,-5.92877662311096,,0.401,0.288,,-1.28733,2.198999882
Comoros,8.47817029542124,2812.03474675244,2555.966364,1.48145217711017,,0.539,0.476,,0.0360746,3.696000099
Djibouti,55.68140925,0.0,0.0,3.40908654661807,,0.492,0.316,,-0.736761,11.16399956
Egypt,44.95020425,11742.0500879694,10672.80022,2.02557785770934,,0.696,0.605,,-1.424304,11.77000046
El Salvador,33.8207289,7972.78289536147,7246.76853,1.79440942570091,,0.665,0.566,,-0.2600329,4.385000229
Equatorial Guinea,26.2399999569409,24532.9520018941,22298.94214,-8.22197814140453,,0.59,0.441,,-0.170459,9.154999733
Eritrea,1.3089069798665,0.0,0.0,0.0,,0.431,0.269,,-0.7295797,6.497000217
Ethiopia,18.6180514528264,1897.2490774949,1724.482541,6.62575716124269,,0.467,0.335,,-1.679589,1.809999943
Gambia,19.8364544419252,2464.77371557032,2240.327478,1.75661613322822,,0.459,0.376,,-0.0840345,8.906000137
Ghana,39.0,4457.35584649185,4051.461892,5.76855148755246,,0.591,0.555,,0.0917808,6.629000187
Guatemala,65.0,8166.85746650737,7423.17036,0.744146980276142,,0.649,0.511,,-0.650593,2.684000015
Guinea,18.0,2369.51917000363,2153.746964,7.29197163375291,,0.463,0.34,,-0.7009057,3.572000027
Guinea-Bissau,3.93050915199411,1734.71490884183,1576.748994,3.27088724175688,,0.46,0.402,,-0.4985851,4.032999992
Guyana,37.3258367878094,8142.57609813993,7401.100092,1.59228299552139,,0.668,0.601,,-0.0431029,12.11499977
Haiti,12.3261035817213,1818.60669538941,1653.00146,-0.138520202694039,,0.501,0.445,,-0.674395,13.40499973
Honduras,31.7,4916.72379247097,4468.999058,3.02969316765802,,0.621,0.503,,-0.5648519,4.047999859
India,34.45,7168.99248444753,6516.17256,6.03515452770493,,0.643,0.558,,-0.7646992,2.556999922
Iraq,49.35999889,17519.05421645,15923.74111,-4.94092180862006,,0.684,0.542,,-2.306718,7.890999794
Kenya,17.8271002088645,3258.15449927434,2961.461738,2.4200205770605,,0.574,0.523,,-1.131752,9.291999817
Kiribati,14.5818181818182,2227.92099491753,2025.042945,-1.10761087720842,,0.623,0.59,,0.8812277,0.0
Kyrgyzstan,38.0,3733.60613755552,3393.61799,2.69491949275601,,0.671,0.734,,-0.4271422,6.889999866
Lesotho,29.0,3132.49553353576,2847.245479,-3.04405636082056,,0.514,0.51,,-0.1867014,23.61300087
Liberia,7.98447972152267,1293.41593413888,1175.63541,-0.0469852696917599,,0.466,0.422,,-0.3615999,2.028000116
Madagascar,9.8,1813.51549291141,1648.373871,1.1850064142388,,0.518,0.494,,-0.3012637,1.66900003
Malawi,13.7821643919877,1269.64459549711,1154.028727,1.26339856039046,,0.482,0.455,,-0.251155,5.467999935
Mali,13.0,2221.75788574413,2019.441058,2.28586418670076,,0.426,0.29,,-1.90659,9.43500042
Marshall Islands,38.701162619829,3780.93897001437,3436.640619,3.47773562769626,,0.696,0.707,,0.8743516,0.0
Mauritania,20.80096366143,4023.49923823413,3657.112961,0.208196426665296,,0.524,0.385,,-0.6268587,10.27600002
Morocco,61.76221201,8261.06085184946,7508.795434,2.73689499173508,,0.675,0.547,,-0.3739561,9.05300045
Mozambique,10.0,1418.48539775998,1289.315848,0.775389933070514,,0.442,0.389,,-0.9281119,3.173000097
Myanmar,30.6781831132592,6172.39264946237,5610.3247,6.08396011112933,,0.577,0.444,,-1.084678,1.550999999
Namibia,51.0,11104.4193800554,10093.23319,-2.70651858440438,,0.643,0.581,,0.6281999,23.08799934
