countryName,IU08,GDP08,GDP_PC08,GDP_PC_Growth08,Health_Exp08,HDI08,EDI08,CPI08,PSI08,Unemployment08
Afghanistan,1.84,1218.11821480543,1267.644939,1.59421129024307,38.70049248,0.436,0.342,1.5,-2.690477,2.493999958
Angola,1.9,6221.42337303299,6474.376423,7.11687315081085,135.2083092,0.494,0.39,1.9,-0.3629115,12.04399967
Bangladesh,2.5,2231.68946441646,2322.426362,4.80617034598272,15.32613641,0.524,0.391,2.1,-1.505937,4.077000141
Belize,26.3,7484.37002343558,7788.67245,0.60526286020972,207.6723336,0.683,0.633,2.9,0.1879595,8.180000305
Benin,1.85,1769.25243460662,1841.187388,1.96969488000025,30.20895782,0.462,0.377,3.1,0.3745913,0.787999988
Bhutan,6.55,5472.36362501138,5677.591623,3.74820937592308,56.39552546,0.547,0.369,5.2,0.7205909,3.46600008
Botswana,6.25,13158.8487123216,13693.8663,4.01696859961793,321.4560276,0.638,0.628,5.8,1.032002,15.93000031
Burkina Faso,0.92,1339.24552299035,1393.697088,4.09748588345262,29.78364972,0.357,0.208,3.5,0.120163,3.594000101
Burundi,0.81,689.748643283268,717.7927118,1.45642129201431,18.12653995,0.375,0.323,1.9,-1.638164,1.633999944
Cambodia,0.51,2355.90362441774,2451.69087,5.12490466063622,49.23015402,0.521,0.425,1.8,-0.3004693,1.151000023
Cameroon,3.4,2762.94201803182,2875.278789,0.680831686137424,61.45114496,0.489,0.441,2.3,-0.5508961,3.108999968
Central African Republic,1.0,852.929806208589,887.6085579,0.254521218123131,18.37651002,0.339,0.294,2.0,-1.842395,6.388999939
Chad,1.19,1661.63662222758,1729.19609,-0.315847628021587,37.88076904,0.35,0.232,1.6,-1.966756,1.286000013
China,22.6,7615.0295331201,7924.644365,9.0938721024024,132.7853119,0.681,0.577,3.6,-0.491275,4.599999905
Comoros,3.0,2283.89691313119,2376.756482,1.53000252446243,72.4941118,0.499,0.411,2.5,-1.107348,3.786000013
Djibouti,2.26,0.0,0.0,0.0,53.53124443,0.432,0.278,3.0,0.2704926,10.77900028
Dominican Republic,20.82,10236.5448359514,10652.74626,1.90860340988448,233.6810443,0.692,0.598,3.0,-0.0370049,4.763999939
Egypt,18.01,9091.00066480062,9460.626104,5.26716009502152,95.62693327,0.659,0.54,2.8,-0.5105076,8.517000198
El Salvador,10.08,6088.37782069825,6335.921453,2.13669368334088,217.9925343,0.647,0.557,3.9,0.0405789,5.880000114
Equatorial Guinea,1.82,38790.9039784876,40368.07963,12.4413324037923,291.6271908,0.586,0.434,1.7,0.204238,7.743000031
Eritrea,0.47,1838.04301642641,1912.774884,-11.7342784758855,12.70316173,0.423,0.27,2.6,-0.7113785,6.106999874
Ethiopia,0.45,891.276432732849,927.5142965,7.79302452470607,13.40835761,0.394,0.298,2.6,-1.730085,2.130000114
Fiji,13.0,7078.62736616802,7366.43295,-0.0632721416780129,144.1117755,0.691,0.715,0.0,-0.0674854,3.624000072
Gabon,7.5,14863.5683793029,15467.89712,-6.23520767489711,282.0726694,0.645,0.589,3.1,0.2636529,17.81800079
Gambia,6.88,2290.38624555601,2383.50966,3.14632177401985,35.96464608,0.431,0.333,1.9,0.0651153,9.119999886
Ghana,4.27,2703.30262688388,2813.214556,6.37110441869604,67.77913263,0.542,0.511,3.9,-0.0276288,4.657000065
Guatemala,8.3,6516.89098775027,6781.857275,1.02394177295999,173.7116465,0.594,0.423,3.1,-0.7144668,2.84100008
Guinea,0.92,1617.11761418497,1682.867011,1.77390112110368,18.6329779,0.4,0.281,1.6,-2.098021,3.697999954
Guyana,18.2,5209.15179962127,5420.947519,1.92981096125978,107.2545665,0.63,0.565,2.6,-0.6337331,10.47399998
Haiti,7.6,1498.19967427988,1559.114059,-0.73722183996415,39.71974843,0.463,0.389,1.4,-1.385095,15.93900013
Honduras,9.6,3871.46939133575,4028.877099,1.97956580740855,150.5298985,0.591,0.461,2.6,-0.529581,3.155999899
India,4.38,3757.28918358341,3910.054508,1.58759813631464,37.99359996,0.565,0.464,3.4,-1.107512,2.267999887
Indonesia,7.91747938492903,7510.10011836087,7815.448689,4.62003326662801,61.77248042,0.648,0.559,2.6,-1.058376,7.209000111
Iraq,1.0,12040.2459703622,12529.78297,6.41895893613781,129.6965949,0.646,0.493,1.3,-2.468629,8.18999958
Kenya,5.2,2207.64203168337,2297.4012,-2.50337322591405,55.47107433,0.515,0.484,2.1,-1.391941,8.925999641
Kiribati,7.0,1756.7303434587,1828.156169,-4.30615441270234,201.4915897,0.586,0.585,3.1,1.337765,0.0
Kyrgyzstan,15.7,2681.89343420632,2790.9349,7.37644039141099,63.73428455,0.631,0.69,1.8,-0.5695741,8.220000267
Lesotho,3.58,2155.30697822354,2242.938287,6.72841450059293,68.41861194,0.446,0.48,3.2,-0.2059289,27.43000031
Liberia,0.53,1021.82398381432,1063.369701,2.81131733086883,34.80905702,0.436,0.402,2.4,-1.285086,1.963999987
Madagascar,1.65,1700.21266037613,1769.340568,3.70844627911401,21.26703314,0.5,0.465,3.4,-0.4700531,2.673000097
Malawi,0.7,947.243523144899,985.7569186,4.6124703746286,32.05834745,0.411,0.406,2.8,-0.0621808,6.179999828
Maldives,23.2,12303.9704354052,12804.23005,6.84488505675762,755.1885625,0.657,0.47,2.8,-0.1641799,3.130000114
Mali,1.57,1741.2491362276,1812.045521,1.34284614400862,33.1394894,0.39,0.26,3.1,0.2103665,10.10700035
Mauritania,1.87,3366.39302250437,3503.265139,-1.7940108052068,44.9058115,0.48,0.317,2.8,-0.6421886,9.711000443
Mongolia,9.8,7270.04877820226,7565.637248,7.32480984700427,85.06039631,0.682,0.685,3.0,0.5408983,5.565000057
Morocco,33.1,5879.2609502733,6118.302228,4.66709567607796,155.243204,0.603,0.429,3.5,-0.5706448,9.569999695
Mozambique,1.56,925.18054036149,962.7968905,4.38359918448288,22.80105426,0.381,0.36,2.6,0.3815113,3.239000082
Myanmar,0.22,2963.69778751934,3084.196964,9.57480688879929,10.44496719,0.501,0.37,1.3,-1.092701,0.787999988
Namibia,5.32900377208954,8130.12318615235,8460.680896,0.797146712274582,397.0371377,0.566,0.521,4.5,1.200234,19.98900032
Nepal,1.73,1765.03052785792,1836.793825,4.97464078807666,19.23009454,0.5,0.395,2.7,-1.834441,1.335999966
Nicaragua,5.3,3881.59241068346,4039.411704,2.0233753141959,100.2701786,0.607,0.506,2.5,-0.2218991,6.199999809
Niger,0.7,783.196871260198,815.0403942,5.52414566098452,24.81388053,0.304,0.162,2.8,-0.6684192,1.034000039
Nigeria,8.0,4417.39506563166,4596.999232,3.97251406378652,81.43560013,0.485,0.435,2.7,-1.860629,3.424000025
Pakistan,7.0,3914.61195236177,4073.773767,-0.574302681904442,26.98818286,0.513,0.349,2.5,-2.572858,0.423000008
Papua New Guinea,1.15,2656.86445517886,2764.888283,-2.69303255092295,36.71631442,0.49,0.375,2.0,-0.6133679,1.764000058
Paraguay,14.27,8674.89549999466,9027.602774,4.90977940598893,168.037194,0.68,0.582,2.4,-0.724695,4.414999962
Philippines,6.22,5093.57833423675,5300.675023,2.43813131173943,77.3146319,0.667,0.624,2.3,-1.778313,3.720000029
Rwanda,4.5,1253.99663318617,1304.982116,8.23442702421401,45.29317231,0.456,0.394,3.0,-0.3239338,0.699000001
Samoa,5.03161531623702,5579.01621688581,5805.850027,0.33831264181697,162.7754456,0.681,0.666,4.4,1.097311,4.769000053
Sao Tome and Principe,15.48,2372.81542920409,2469.290281,5.13885211102965,80.00211344,0.532,0.436,2.7,0.175625,13.99199963
Senegal,7.12,2664.22927582072,2772.552546,1.30324675562123,47.0301365,0.458,0.29,3.4,-0.1476973,9.315999985
Sierra Leone,0.25,1116.99388611877,1162.409058,2.9243410822116,40.12765354,0.378,0.334,1.9,-0.238069,3.505000114
Solomon Islands,3.0,1853.137465374,1928.483049,4.71714674385481,97.33994165,0.517,0.426,2.9,0.2069336,1.786000013
South Africa,8.43,11667.8498259962,12142.2458,1.82348757549786,372.3551131,0.644,0.681,4.9,0.0497333,22.43300056
South Sudan,0.0,3166.7427440792,3295.497402,0.0,0.0,0.0,0.0,0.0,0.0,12.14999962
Sudan,0.0,3220.3296561385,3351.263071,4.90813645488235,106.6891548,0.464,0.298,1.6,-2.485255,14.80000019
Suriname,21.06,12824.4334310975,13345.85423,2.94674708141247,393.0564762,0.692,0.583,3.6,0.098337,8.048000336
Tajikistan,8.78,1938.4424928425,2017.256441,5.70652911128381,41.51357058,0.616,0.673,0.0,-0.8300665,10.89000034
Togo,2.4,1125.03390819885,1170.775974,1.27295092074856,23.56561256,0.449,0.436,2.7,-0.1695216,1.646000028
Tonga,8.11076994380395,4553.27672451146,4738.40562,2.30367722304943,203.5049447,0.681,0.702,2.4,0.2838272,0.957000017
Turkmenistan,1.75,8499.06621072685,8844.624549,13.1749478247251,255.4769256,0.0,0.0,1.8,0.5325468,4.506999969
Uganda,7.9,1438.87673137062,1497.379141,5.33158549099515,56.74368617,0.469,0.473,2.6,-0.8762574,2.661999941
Uzbekistan,9.0801145234501,4533.91427156584,4718.255921,7.29286000744153,51.12752954,0.653,0.659,1.8,-1.209089,4.889999866
Vanuatu,7.26911992337492,2837.23736849472,2952.594869,3.96997774635996,82.26808077,0.584,0.519,2.9,1.184159,5.058000088
Yemen,6.89,4148.55684892272,4317.230486,0.761293660361375,69.35739644,0.488,0.311,2.3,-2.011098,11.34300041
Zambia,5.55,2819.65059318595,2934.293043,4.87522641707783,54.928868,0.507,0.522,2.8,0.4698419,7.929999828
Zimbabwe,3.5,1417.50709785521,1475.140653,-18.4911362678613,0.0,0.432,0.509,1.8,-1.213945,4.449999809
