countryName,IU10,GDP10,GDP_PC10,GDP_PC_Growth10,Health_Exp10,HDI10,EDI10,CPI10,PSI10,Unemployment10
Afghanistan,4.0,1637.37798708028,1671.581238,11.264133238155,45.5877498,0.464,0.372,1.4,-2.579152,2.275000095
Angola,2.8,6230.29702791298,6360.441938,1.0791689367887,96.64370053,0.51,0.398,1.9,-0.2261823,9.088999748
Bangladesh,3.7,2466.90294873953,2518.434178,4.3909803668064,20.17736083,0.549,0.432,2.4,-1.425789,3.378999949
Belize,28.2,7555.20430832874,7713.025256,0.879869659196203,250.41443,0.693,0.644,0.0,0.0704277,11.6590004
Benin,3.13,1781.56331733904,1818.778461,-0.715273205168543,30.98648958,0.473,0.4,2.8,0.2612601,1.039999962
Bhutan,13.6,6517.06634371702,6647.26767,10.7733678868603,69.80133315,0.571,0.397,5.7,0.7422217,3.319999933
Botswana,6.0,12964.3514434006,13235.16427,6.72754458970827,380.966423,0.66,0.636,5.8,0.9912098,17.86000061
Burkina Faso,2.4,1394.25310031292,1423.377706,2.23943499739836,33.91081732,0.375,0.232,3.1,-0.1176371,4.90899992
Burundi,1.0,718.714469126073,733.7277228,1.75637635285388,26.13816583,0.402,0.376,1.8,-1.625959,1.799999952
Cambodia,1.26,2470.70415543532,2522.314788,4.34457427422036,54.30473225,0.535,0.444,2.1,-0.5009844,1.376999974
Cameroon,4.3,2817.57272220138,2876.429105,0.619379564665024,58.96177642,0.471,0.382,2.2,-0.7369714,4.110000134
Central African Republic,2.0,962.291972162761,982.3933255,3.45868616761015,16.70606813,0.355,0.307,2.1,-2.020625,6.926000118
Chad,1.7,1875.55726136654,1914.735848,9.82604764547629,36.48620983,0.374,0.249,1.7,-1.524828,1.618999958
Comoros,5.1,2376.53888567251,2426.182496,1.32568276597478,67.15080266,0.513,0.434,2.1,-0.5629393,4.230999947
Djibouti,6.5,0.0,0.0,0.0,55.47851004,0.446,0.296,3.2,0.2534813,12.47700024
Egypt,21.6,9814.29845487948,10019.30971,3.08086461640956,111.4353496,0.666,0.551,3.1,-0.8984183,8.756999969
El Salvador,15.9,6152.3947446649,6280.912351,1.6718667861082,240.2416627,0.659,0.586,3.6,0.0588422,4.893000126
Equatorial Guinea,6.0,33294.6534965385,33990.14677,-12.9816890324711,262.5166205,0.58,0.438,1.9,0.2361282,8.237999916
Eritrea,0.61,1921.43478978428,1961.571714,0.565915707035771,16.61465149,0.433,0.279,2.6,-0.8755928,6.899000168
Ethiopia,0.75,1052.60667249851,1074.594613,9.46059714812554,16.69390514,0.412,0.305,2.7,-1.635101,2.390000105
Fiji,20.0,7202.75836335839,7353.217055,2.21455901412079,135.1620656,0.694,0.724,0.0,-0.1908275,4.352000237
Gabon,13.0,15190.4144124785,15507.72755,3.44940874841105,216.7141215,0.658,0.599,2.8,0.2992792,20.38999939
Gambia,9.2,2484.66916783389,2536.571516,2.78299345667688,32.28450882,0.437,0.335,3.2,0.065417,9.67800045
Ghana,7.8,2964.43111957978,3026.355233,5.24929629042481,80.46975657,0.554,0.526,4.1,0.0260932,5.320000172
Guatemala,10.5,6576.66860854135,6714.048887,0.660606008963114,171.7151027,0.602,0.437,3.2,-0.8529245,3.496999979
Guinea,1.0,1632.38630392217,1666.485283,2.47169063950359,19.50076044,0.408,0.288,2.0,-1.687079,4.28399992
Guyana,29.9,5706.20076815921,5825.397812,3.89983808946602,140.5747592,0.639,0.575,2.7,-0.4589657,11.65699959
Haiti,8.37,1478.7362546883,1509.625632,-4.59538491674647,54.6409318,0.467,0.399,2.2,-0.9403154,15.64299965
Honduras,11.09,3832.54540991354,3912.603596,1.65220739480361,166.7753354,0.598,0.477,2.4,-0.4969096,4.118999958
India,7.5,4360.15405040966,4451.233473,7.04234688705345,45.25077162,0.581,0.478,3.3,-1.277984,2.444000006
Indonesia,10.92,8284.50129449844,8457.556555,4.81228178820898,92.18704117,0.666,0.586,2.8,-0.8539162,5.613999844
Iraq,2.5,12884.9038434017,13154.05709,3.65211606859424,145.4638422,0.652,0.503,1.5,-2.239267,8.583000183
Kenya,7.2,2385.99264504313,2435.833736,5.49407678533396,59.16981655,0.533,0.498,2.1,-1.165524,9.730999947
