countryName,IU16,GDP16,GDP_PC16,GDP_PC_Growth16,Health_Exp16,HDI16,EDI16,CPI16,PSI16,Unemployment16
Afghanistan,11.2,1896.99251956752,1757.02349,-0.541697283221524,57.24876048,0.491,0.406,,-2.671054,1.633999944
Angola,13.0,6756.93507434352,6258.376628,-5.81623671756851,95.22079857,0.57,0.487,,-0.3158988,7.281000137
Bangladesh,18.02,3696.77619313802,3424.01066,5.95091457759985,34.21796766,0.599,0.496,,-1.261937,4.349999905
Benin,11.994047908223,2169.7558068286,2009.661019,1.13324063389516,30.40151289,0.512,0.472,,-0.0020272,2.41899991
Bhutan,41.7726445321672,9392.25787346028,8744.853237,6.83061093483157,91.33533448,0.61,0.437,,1.123297,2.338999987
Burkina Faso,13.96,1772.8482792833,1642.039196,2.86309748601946,40.94095568,0.42,0.286,,-0.8673759,6.363999844
Burundi,5.17362677652886,743.903597582874,689.0148917,-3.70833606243559,18.46188216,0.427,0.429,,-1.970721,1.565999985
Cabo Verde,50.32281787,6709.10991574177,6214.080234,3.44355629892625,159.07351,0.645,0.539,,0.8862156,12.31200027
Cambodia,32.39845171,3742.95879263803,3466.78569,5.36873194174099,77.67368199,0.572,0.472,,0.2110379,1.131000042
Cameroon,23.2029719748646,3546.54456015868,3284.863824,1.90102437362913,64.46729416,0.556,0.558,,-1.062137,3.470999956
Central African Republic,4.0,780.905532608877,723.2866499,3.72266335723018,16.36043526,0.372,0.352,,-1.789267,6.646999836
Chad,5.0,2012.81731594095,1864.302188,-9.15696640169109,31.68594246,0.398,0.278,,-1.302365,2.417000055
Comoros,7.938322770803,2719.2961739134,2518.653714,0.961267015898741,59.00043787,0.537,0.474,,0.0357599,3.851999998
Djibouti,13.1349151074,0.0,0.0,5.17874908075547,70.19033417,0.489,0.316,,-0.6264004,11.04599953
Egypt,41.24806709,11294.2492422293,10460.90642,2.13201200912987,130.9858695,0.695,0.604,,-1.437697,12.40699959
El Salvador,28.997073045597,7686.14393726902,7119.024091,2.00677322794024,293.8725567,0.662,0.564,,-0.0992914,4.418000221
Equatorial Guinea,23.779999971074,26232.1337762133,24296.60358,-12.313974362785,281.3745309,0.592,0.44,,-0.1408686,9.279000282
Eritrea,1.177118720157,0.0,0.0,0.0,29.8912246,0.434,0.279,,-0.6569121,6.684000015
Ethiopia,15.36692386,1746.16276984628,1617.322669,6.50967619654823,27.52365701,0.46,0.331,,-1.619813,1.934999943
Gabon,48.0522737506185,17839.8973012187,16523.58578,-0.968799964486564,220.3547089,0.696,0.628,,-0.104911,19.62599945
Gambia,18.5,2377.04224368238,2201.652888,-1.05824882916572,20.93043715,0.456,0.373,,-0.4344123,9.43599987
Ghana,34.66600065,4135.6449997765,3830.497662,1.14964735247376,67.50885898,0.587,0.557,,-0.1309286,6.767000198
Guatemala,34.5093260915602,7955.3200105558,7368.339087,1.03703738650228,241.3522846,0.648,0.511,,-0.5425926,2.825999975
Guinea,9.8,2167.28239230766,2007.370105,7.92839475221174,37.45933893,0.456,0.34,,-0.3938748,3.667999983
Guinea-Bissau,3.761413832337,1648.43833233456,1526.8088,3.56604944780965,39.05417469,0.457,0.401,,-0.4426939,4.21999979
Guyana,35.66,7865.45060893712,7285.100673,2.8360592457815,192.2736761,0.666,0.6,,-0.0260627,12.3380003
Haiti,12.2326016070408,1787.15940292836,1655.294377,0.100989435060853,37.7231276,0.497,0.437,,-0.7437881,13.64700031
Honduras,29.5,4683.12669637731,4337.583585,2.1237044529626,199.5545151,0.618,0.501,,-0.4333121,4.668000221
India,22.0,6634.84457365362,6145.294538,6.99700950410826,62.71555407,0.637,0.555,,-0.9538398,2.730000019
Iraq,21.23,18085.8764733014,16751.41545,11.944743123531,152.6425484,0.672,0.51,,-2.313588,8.093000412
Kenya,16.6,3121.83048906587,2891.487154,3.34625215305526,66.20980967,0.568,0.518,,-1.354791,9.62899971
Kiribati,13.7,2210.8507193333,2047.723756,3.64049647867546,188.0490879,0.622,0.59,,0.8732361,0.0
Kyrgyzstan,37.0,3567.81268444757,3304.562686,2.19667242371892,72.87788481,0.669,0.735,,-0.6468619,7.210000038
Lesotho,27.36,3170.57860755126,2936.638407,2.42364652373128,85.51857328,0.507,0.499,,-0.2364652,24.16500092
Liberia,7.31910641139578,1269.88622269703,1176.188045,-4.05719817175481,68.31283566,0.463,0.417,,-0.4374078,2.150000095
Libya,20.27215956269,14964.5228796856,13860.37001,-3.90117993138966,0.0,0.69,0.602,,-2.28333,16.23900032
Madagascar,4.713662899498,1758.84516294128,1629.069295,1.23485915756214,24.11914971,0.515,0.494,,-0.2900946,1.754999995
Malawi,11.47,1230.41657132962,1139.63065,-0.255885678311458,29.58739886,0.478,0.455,,-0.1134786,5.711999893
Mali,11.1121864890589,2131.58970330471,1974.31099,2.69850568632206,29.7866224,0.42,0.284,,-1.617233,9.729999542
Marshall Islands,29.7877793626081,3585.71074656695,3321.140145,0.78727949875146,851.3429126,0.0,0.0,,0.2077492,0.0
Mauritania,18.0,3940.24457666861,3649.514801,-1.02398608243631,46.77139384,0.519,0.378,,-0.7469677,10.37800026
Morocco,58.27123642,7890.99716687807,7308.762286,-0.221495789311248,171.4501845,0.669,0.538,,-0.3125735,9.300000191
Mozambique,17.5212390868424,1381.31549742321,1279.395544,0.884673466748737,19.20749469,0.435,0.381,,-1.094005,3.381000042
Myanmar,25.07330424,5709.87136054433,5288.570199,5.13503947229263,62.10872783,0.571,0.44,,-0.8046199,1.175999999
Namibia,31.0333459383454,11200.4278734375,10374.00763,-0.726735433970319,402.7570179,0.639,0.571,,0.7100897,23.35199928
Nepal,19.688763836629,2641.97112846156,2447.034074,-0.319386312522269,45.45297766,0.572,0.502,,-0.846812,1.425999999
Nicaragua,24.5718339595365,5400.24893861086,5001.793175,3.22441343077473,188.158313,0.649,0.562,,-0.0887977,4.340000153
Niger,4.32275803028068,984.683133557325,912.0285811,0.952882045467149,22.68333964,0.365,0.233,,-1.103307,0.31099999
Nigeria,25.67,5882.98733984966,5448.912867,-4.16841477020191,79.33990545,0.528,0.475,,-1.87771,6.236999989
Pakistan,12.38544676,4975.65439474309,4608.527214,3.34998403429753,39.57887533,0.556,0.407,,-2.483173,3.440000057
Papua New Guinea,9.60153846153846,4209.04366236518,3898.480626,2.01446501766351,55.15180669,0.541,0.429,,-0.5047721,2.480999947
Rwanda,20.0,1973.1469663417,1827.558904,3.25889874984249,48.07821533,0.525,0.45,,-0.0548993,1.034999967
Sao Tome and Principe,28.0,3189.25181294736,2953.933816,2.22709401894157,105.1343853,0.593,0.534,,0.2232869,13.56999969
Senegal,25.6647680413953,3351.53661692841,3104.244483,3.41211021266612,52.60971245,0.506,0.348,,-0.2182553,6.612999916
Sierra Leone,11.77318438,1486.04485149665,1376.397474,3.78462983676143,86.30818595,0.423,0.387,,-0.1599265,4.710000038
Solomon Islands,11.000902271205,2271.61391481807,2104.003557,0.501603028100163,106.3393944,0.553,0.465,,0.5060284,1.930999994
South Sudan,6.6797280510287,0.0,0.0,0.0,0.0,0.418,0.301,,-2.418966,12.57600021
Sudan,14.09999994,4703.85680799966,4356.784131,2.2183323855806,152.0221409,0.505,0.336,,-2.337218,13.00899982
Syrian Arab Republic,31.869627268866,0.0,0.0,0.0,0.0,0.539,0.414,,-2.916323,8.253000259
Tajikistan,20.470000000055,3006.51114102052,2784.67661,4.28796556041225,55.69698772,0.647,0.67,,-0.7777599,10.98900032
Timor-Leste,25.24624959,8168.74699124592,7566.018422,-1.19180795390092,79.89393546,0.628,0.495,,-0.0105038,2.979000092
Togo,11.31,1630.6005057095,1510.287132,2.93353817723872,38.77137729,0.506,0.506,,-0.1723536,1.654000044
Uganda,21.87617046,1908.30026780099,1767.4969,1.02277812716582,37.60696696,0.52,0.504,,-0.7153227,1.792000055
Vanuatu,24.0,3011.85358892351,2789.624867,0.82260266590022,109.8141407,0.592,0.54,,0.5131139,5.693999767
Yemen,24.5792083636211,2827.69102251482,2619.050681,-15.7526754143643,0.0,0.477,0.341,,-2.794877,13.52400017
Zambia,25.5065788475702,3998.00443485894,3703.012866,0.687321043284371,56.5441821,0.58,0.552,,0.142808,7.372000217
Zimbabwe,23.11998904,2687.38542889585,2489.097494,-0.793566445828347,93.94222513,0.549,0.567,,-0.6199379,5.238999844
