countryName,IU06,GDP06,GDP_PC06,GDP_PC_Growth06,Health_Exp06,HDI06,EDI06,CPI06,PSI06,Unemployment06
Afghanistan,2.10712364546412,1031.64313483554,1123.871323,2.25335741303414,28.41666243,0.419,0.324,0.0,-2.221302,2.825000048
Algeria,7.37598495634886,11380.0944227252,12397.46705,0.214819130536114,116.2412296,0.699,0.577,3.1,-1.126453,12.27000046
Angola,1.5,5048.87644915894,5500.242536,7.58232901027749,69.42469956,0.466,0.362,2.2,-0.541986,17.67399979
Bangladesh,1.0,1923.41757295333,2095.369783,5.24453135143487,11.95842439,0.514,0.391,2.0,-1.505493,3.59100008
Belize,24.0,7214.46735500458,7859.435781,1.87883178465151,174.3638645,0.676,0.619,3.5,0.0795783,9.390000343
Benin,1.53785434624704,1609.10467378397,1752.957526,0.978319651314209,25.40396317,0.447,0.355,2.5,0.5470105,0.782999992
Bhutan,4.5183172581646,4317.78450248121,4676.057063,5.58845051993322,54.0985917,0.524,0.347,6.0,1.263383,3.130000114
Botswana,4.28993297515968,11401.3475984607,12420.62024,6.18999232804558,269.2409985,0.612,0.622,5.6,1.016433,17.79999924
Burkina Faso,0.632707564461829,1198.7569255114,1305.924971,3.12418158942872,21.3547242,0.333,0.181,3.2,0.1561723,3.698999882
Burundi,0.657592590351907,648.748987058022,706.7467009,2.0469967946142,16.49478688,0.351,0.28,2.4,-1.427005,1.799999952
Cambodia,0.468356720063827,1971.56304190576,2147.819424,9.09152338263721,33.02982799,0.502,0.409,2.1,-0.3477237,1.279000044
Cameroon,2.0287447914719,2568.44247788244,2798.059471,0.674389716501693,44.36485256,0.47,0.405,2.3,-0.2452714,3.670000076
Central African Republic,0.311159173235716,791.985623772376,862.7885946,2.74370476132269,15.50454429,0.328,0.282,2.4,-1.851548,6.959000111
Chad,0.581045764229641,1595.09379921432,1737.694089,-2.82141020378516,34.75975595,0.337,0.212,2.0,-1.832306,1.355000019
China,10.5231526193851,5867.79687712994,6392.373888,12.0918362716474,81.79034722,0.657,0.551,3.3,-0.5397638,4.400000095
Comoros,2.2,2183.49041378046,2378.692957,0.22213263660214,62.499679,0.487,0.388,0.0,-0.3597731,4.197999954
Djibouti,1.27004115919322,0.0,0.0,0.0,47.2321709,0.414,0.253,0.0,-0.2599595,11.7840004
Dominican Republic,14.8449283654589,9049.39913010968,9858.409197,7.73630525394542,161.6524169,0.682,0.59,2.8,-0.1085138,5.65500021
Ecuador,7.2,8059.13130374973,8779.612107,2.66930490941957,190.5664892,0.695,0.6,2.3,-0.8539824,3.549999952
Egypt,13.66,7839.84225682112,8540.71877,4.96739288064305,70.1809435,0.643,0.518,3.3,-0.8388225,10.48999977
El Salvador,5.5,5614.5814900085,6116.521219,3.87474765193983,204.7394542,0.645,0.561,4.0,-0.1669582,6.570000172
Equatorial Guinea,1.27919359635686,29941.8589733777,32618.6406,2.90505677307937,185.1636016,0.579,0.431,2.1,0.1656125,8.156999588
Eritrea,0.0,2013.88919550739,2193.929506,-4.07587738197566,15.80497954,0.425,0.272,2.9,-0.899922,6.629000187
Ethiopia,0.310592656856176,728.390515986983,793.5081278,7.80874178000428,8.17550878,0.362,0.264,2.4,-1.738937,2.295000076
Fiji,9.6000384001536,6892.83669549767,7509.051562,1.08158063363386,136.0088306,0.687,0.704,0.0,-0.038169,3.834000111
Gabon,5.48920080280135,14708.2337595245,16023.13976,-5.4980063139632,221.0299224,0.638,0.58,3.0,0.2201451,17.02700043
Gambia,5.23769115841218,2121.13587008058,2310.76396,-3.53645468954034,24.01049394,0.418,0.314,2.5,-0.0343314,9.227000237
Ghana,2.72317597313987,2387.35854743503,2600.786762,3.71644379341411,49.18416742,0.518,0.469,3.3,0.008032,4.635000229
Guatemala,6.5,5928.02611187245,6457.987575,3.01219261370058,148.2573063,0.579,0.403,2.6,-0.7358454,2.885999918
Guinea,0.637492122987955,1453.00418073939,1582.901756,-0.970603041435268,12.64381548,0.384,0.265,1.9,-1.907449,3.97300005
Guyana,0.0,4562.46578926527,4970.347097,5.10425460314168,77.57027808,0.624,0.565,2.5,-0.7349787,10.69999981
Haiti,6.79600048052951,1417.62964434333,1544.364761,0.613447914664732,28.52183567,0.456,0.378,1.8,-1.393612,15.81200027
Honduras,7.8,3493.06359041167,3805.341076,4.12004759888114,117.000118,0.587,0.465,2.5,-0.6696391,3.575000048
India,2.80549986534254,3331.59212661129,3629.434174,6.4032845150854,29.65160001,0.548,0.441,3.3,-1.063722,2.736999989
Indonesia,4.76481313366657,6534.07550966074,7118.217372,4.10751527485958,46.09786862,0.643,0.567,2.4,-1.417039,7.551000118
Iraq,0.95234424383919,10840.8175772592,11809.97922,8.04783312568411,56.67925254,0.637,0.483,1.9,-2.82731,9.06400013
Kenya,3.6,2081.16429762489,2267.218956,3.57620404421097,40.93828937,0.499,0.476,2.2,-1.125182,9.442000389
Kiribati,4.5,1758.45949759349,1915.664569,-2.18724431771716,135.0248067,0.582,0.575,0.0,1.348995,0.0
Kyrgyzstan,12.3069069959465,2219.18578578535,2417.579471,2.00042633441902,45.94963004,0.621,0.693,2.2,-1.386016,8.270000458
Lesotho,2.97970818724486,1837.35620522992,2001.614588,4.55353232414882,49.15748384,0.431,0.475,3.2,-0.1258665,30.27099991
